InventoryId,Sum of BeginOnHand,Sum of EndOnHand,LowInvFlag,Sum of Purch_Agg.TotalPurchase$,Sum of Purch_Agg.TotalPurchaseQty,Sum of Sales_Agg.TotalSales$,Sum of Sales_Agg.TotalSalesQty,Purch_Agg.AvgPurchasePrice,Inventory Variance
1_HARDERSFIELD_16262,13,38,0,2742.76,382,656.48,52,7.18,25
1_HARDERSFIELD_16289,19,5,1,1525.86,294,317.68,32,5.19,-14
1_HARDERSFIELD_16315,9,3,1,349.65,37,279.8,20,9.45,-6
1_HARDERSFIELD_16320,9,21,0,554.8,95,88.91,9,5.84,12
1_HARDERSFIELD_16326,3,26,0,599.28,227,215.53,47,2.64,23
1_HARDERSFIELD_16327,2,24,0,613.35,235,351.21,79,2.61,22
1_HARDERSFIELD_16328,3,18,0,1419,516,346.21,79,2.75,15
1_HARDERSFIELD_1634,15,6,1,3938.7,190,899.71,29,20.73,-9
1_HARDERSFIELD_16352,0,18,0,206.64,18,0,0,11.48,18
1_HARDERSFIELD_1637,8,28,0,2609.73,321,732.39,61,8.13,20
1_HARDERSFIELD_16380,0,54,0,1125.6,240,0,0,4.69,54
1_HARDERSFIELD_1639,19,12,0,724.04,46,222.89,11,15.74,-7
1_HARDERSFIELD_16393,14,35,0,740.94,159,189.81,19,4.66,21
1_HARDERSFIELD_16394,17,39,0,1056.51,117,305.83,17,9.03,22
1_HARDERSFIELD_16428,0,16,0,992,160,309.69,31,6.2,16
1_HARDERSFIELD_16441,10,8,1,679.52,62,281.85,15,10.96,-2
1_HARDERSFIELD_16477,30,27,0,399.84,84,73.41,9,4.76,-3
1_HARDERSFIELD_1648,0,9,1,472.32,12,0,0,39.36,9
1_HARDERSFIELD_16494,3,4,1,350.4,30,89.95,5,11.68,1
1_HARDERSFIELD_16537,12,15,0,164.16,24,11.99,1,6.84,3
1_HARDERSFIELD_16539,4,22,0,740.34,81,49.97,3,9.14,18
1_HARDERSFIELD_1655,0,3,1,636.76,4,0,0,159.19,3
1_HARDERSFIELD_16555,7,13,0,581.36,52,233.87,13,11.18,6
1_HARDERSFIELD_16568,12,18,0,212.16,24,38.97,3,8.84,6
1_HARDERSFIELD_16610,2,13,0,1128.8,166,219.8,20,6.8,11
1_HARDERSFIELD_1663,0,0,1,257.52,348,28.71,29,0.74,0
1_HARDERSFIELD_16653,0,1,1,96.02,1,0,0,96.02,1
1_HARDERSFIELD_16655,15,14,0,441.03,61,87.92,8,7.23,-1
1_HARDERSFIELD_16669,0,6,1,718.2,84,0,0,8.55,6
1_HARDERSFIELD_16670,0,11,0,595.44,72,107.91,9,8.27,11
1_HARDERSFIELD_16692,0,1,1,261.12,24,18.99,1,10.88,1
1_HARDERSFIELD_16695,16,60,0,1109.16,108,633.58,42,10.27,44
1_HARDERSFIELD_16749,0,4,1,271.08,36,0,0,7.53,4
1_HARDERSFIELD_16758,8,8,1,615.6,72,111.92,8,8.55,0
1_HARDERSFIELD_16761,12,5,1,733.72,83,181.87,13,8.84,-7
1_HARDERSFIELD_16778,10,3,1,397.08,36,112.93,7,11.03,-7
1_HARDERSFIELD_16782,0,1,1,24.5,1,0,0,24.5,1
1_HARDERSFIELD_16794,24,96,0,4244.72,388,1215.36,64,10.94,72
1_HARDERSFIELD_16806,6,37,0,1335.6,252,339.66,34,5.3,31
1_HARDERSFIELD_16819,0,7,1,985.2,120,431.64,36,8.21,7
1_HARDERSFIELD_16822,0,2,1,9.38,2,0,0,4.69,2
1_HARDERSFIELD_16828,0,23,0,1247.04,144,389.7,30,8.66,23
1_HARDERSFIELD_16830,0,6,1,57.9,6,0,0,9.65,6
1_HARDERSFIELD_16837,49,22,0,359.1,105,69.9,10,3.42,-27
1_HARDERSFIELD_16843,1,12,0,564.16,164,250.3,40,3.44,11
1_HARDERSFIELD_16868,8,13,0,284.16,24,18.99,1,11.84,5
1_HARDERSFIELD_16877,14,36,0,683.76,111,112.89,11,6.16,22
1_HARDERSFIELD_1692,11,11,0,1581.2,118,218.39,11,13.4,0
1_HARDERSFIELD_16931,1,0,1,,,0,0,,-1
1_HARDERSFIELD_16968,7,8,1,54,5,16.99,1,10.8,1
1_HARDERSFIELD_1698,0,7,1,1146.96,12,0,0,95.58,7
1_HARDERSFIELD_17011,25,19,0,763.6,83,235.84,16,9.2,-6
1_HARDERSFIELD_17016,2,17,0,955.08,126,103.92,8,7.58,15
1_HARDERSFIELD_17024,7,1,1,,,15.99,1,,-6
1_HARDERSFIELD_17026,8,3,1,,,33.98,2,,-5
1_HARDERSFIELD_17041,8,8,1,247.22,47,163.29,19,5.26,0
1_HARDERSFIELD_17073,20,61,0,923.4,135,136.88,12,6.84,41
1_HARDERSFIELD_171,12,24,0,3528.96,96,864.83,17,36.76,12
1_HARDERSFIELD_1714,0,11,0,1057.92,48,0,0,22.04,11
1_HARDERSFIELD_17146,6,17,0,435.84,48,44.97,3,9.08,11
1_HARDERSFIELD_1715,9,7,1,577.92,42,151.92,8,13.76,-2
1_HARDERSFIELD_17161,0,12,0,97.2,12,0,0,8.1,12
1_HARDERSFIELD_17162,3,9,1,642.6,105,137.87,13,6.12,6
1_HARDERSFIELD_17163,3,9,1,730.27,103,78.93,7,7.09,6
1_HARDERSFIELD_17168,57,17,0,,,47.96,4,,-40
1_HARDERSFIELD_17175,61,38,0,613.6,118,506.5,50,5.2,-23
1_HARDERSFIELD_17176,57,37,0,1317.96,252,234.78,22,5.23,-20
1_HARDERSFIELD_17177,5,31,0,1449.7,266,412.59,41,5.45,26
1_HARDERSFIELD_17186,5,9,1,223.92,24,33.98,2,9.33,4
1_HARDERSFIELD_17200,0,6,1,105.36,12,0,0,8.78,6
1_HARDERSFIELD_1725,7,5,1,1289.47,91,474.75,25,14.17,-2
1_HARDERSFIELD_1727,9,5,1,613.8,36,263.88,12,17.05,-4
1_HARDERSFIELD_1728,7,6,1,744.3,18,350.94,6,41.35,-1
1_HARDERSFIELD_17296,11,11,0,599.76,84,120.89,11,7.14,0
1_HARDERSFIELD_17297,7,3,1,346.92,59,82.93,7,5.88,-4
1_HARDERSFIELD_1730,0,53,0,2288.68,116,0,0,19.73,53
1_HARDERSFIELD_17308,15,9,1,,,0,0,,-6
1_HARDERSFIELD_17329,0,2,1,102.6,12,0,0,8.55,2
1_HARDERSFIELD_17330,0,12,0,430.08,48,14.99,1,8.96,12
1_HARDERSFIELD_1734,4,30,0,1640.3,94,254.39,11,17.45,26
1_HARDERSFIELD_17345,2,56,0,2650.41,441,598.51,49,6.01,54
1_HARDERSFIELD_17349,6,8,1,231.6,24,41.97,3,9.65,2
1_HARDERSFIELD_17350,4,15,0,226.8,24,13.99,1,9.45,11
1_HARDERSFIELD_1737,5,11,0,6379.8,186,928.81,19,34.3,6
1_HARDERSFIELD_1738,1,7,1,1339.52,91,195.9,10,14.72,6
1_HARDERSFIELD_1740,4,8,1,488.52,12,179.97,3,40.71,4
1_HARDERSFIELD_17432,12,18,0,610.06,59,79.95,5,10.34,6
1_HARDERSFIELD_17433,0,4,1,186.96,24,0,0,7.79,4
1_HARDERSFIELD_1744,4,15,0,1023,60,143.94,6,17.05,11
1_HARDERSFIELD_1746,8,10,1,599.7,30,251.91,9,19.99,2
1_HARDERSFIELD_17471,15,16,0,942.48,132,31.47,3,7.14,1
1_HARDERSFIELD_1748,16,2,1,226.38,22,45.97,3,10.29,-14
1_HARDERSFIELD_17485,0,6,1,45.18,6,0,0,7.53,6
1_HARDERSFIELD_175,6,10,1,804,30,167.96,4,26.8,4
1_HARDERSFIELD_17504,31,45,0,2213.23,277,146.9,10,7.99,14
1_HARDERSFIELD_17535,17,25,0,569.05,95,109.9,10,5.99,8
1_HARDERSFIELD_1758,8,3,1,1041.6,35,123.97,3,29.76,-5
1_HARDERSFIELD_1760,10,9,1,708.84,36,285.89,11,19.69,-1
1_HARDERSFIELD_17611,0,12,0,62.64,12,0,0,5.22,12
1_HARDERSFIELD_1767,4,34,0,4745.65,245,799.68,32,19.37,30
1_HARDERSFIELD_1770,17,80,0,6657.84,252,1091.72,28,26.42,63
1_HARDERSFIELD_17707,33,22,0,1381.38,299,209.79,21,4.62,-11
1_HARDERSFIELD_1771,0,157,0,703.5,938,0,0,0.75,157
1_HARDERSFIELD_17748,11,26,0,794.75,289,133.71,29,2.75,15
1_HARDERSFIELD_17754,12,7,1,563.5,70,275.77,23,8.05,-5
1_HARDERSFIELD_17756,0,9,1,695.8,71,194.87,13,9.8,9
1_HARDERSFIELD_178,24,6,1,249.12,12,111.96,4,20.76,-18
1_HARDERSFIELD_1781,29,17,0,,,384.93,7,,-12
1_HARDERSFIELD_17814,13,19,0,827.4,35,74.98,2,23.64,6
1_HARDERSFIELD_17865,41,39,0,1315.44,216,543.34,54,6.09,-2
1_HARDERSFIELD_17875,0,14,0,777.92,143,263.67,33,5.44,14
1_HARDERSFIELD_17876,5,21,0,708.89,133,191.76,24,5.33,16
1_HARDERSFIELD_1789,56,48,0,10913.76,636,1807.27,73,17.16,-8
1_HARDERSFIELD_17906,13,19,0,741.3,70,53.97,3,10.59,6
1_HARDERSFIELD_17910,26,11,0,532.17,81,285.74,26,6.57,-15
1_HARDERSFIELD_17915,13,14,0,551,95,93.9,10,5.8,1
1_HARDERSFIELD_17928,0,5,1,142.92,18,0,0,7.94,5
1_HARDERSFIELD_17954,17,22,0,562.8,105,175.78,22,5.36,5
1_HARDERSFIELD_17957,11,8,1,219.36,24,117.92,8,9.14,-3
1_HARDERSFIELD_17967,7,18,0,537.6,60,71.95,5,8.96,11
1_HARDERSFIELD_1798,6,6,1,306.54,6,139.98,2,51.09,0
1_HARDERSFIELD_17985,15,1,1,16.43,1,143.94,6,16.43,-14
1_HARDERSFIELD_1801,0,24,0,230.88,24,0,0,9.62,24
1_HARDERSFIELD_18010,28,18,0,682.08,174,234.62,38,3.92,-10
1_HARDERSFIELD_18013,29,96,0,1711.85,365,784.92,108,4.69,67
1_HARDERSFIELD_18027,37,59,0,1053.28,116,381.75,25,9.08,22
1_HARDERSFIELD_18096,4,6,1,879.48,42,99.97,3,20.94,2
1_HARDERSFIELD_18098,0,1,1,157.89,1,0,0,157.89,1
1_HARDERSFIELD_18106,6,61,0,1078.14,151,138.88,12,7.14,55
1_HARDERSFIELD_18107,0,12,0,566.72,176,212.56,34,3.22,12
1_HARDERSFIELD_18142,48,9,1,484.8,12,179.97,3,40.4,-39
1_HARDERSFIELD_18152,49,117,0,1630.6,310,940.92,108,5.26,68
1_HARDERSFIELD_18167,2,5,1,114.24,12,15.99,1,9.52,3
1_HARDERSFIELD_1817,4,5,1,906.66,54,176.92,8,16.79,1
1_HARDERSFIELD_1832,0,3,1,1694.7,18,0,0,94.15,3
1_HARDERSFIELD_18332,13,17,0,623.52,72,75.95,5,8.66,4
1_HARDERSFIELD_18337,14,9,1,244.8,24,175.89,11,10.2,-5
1_HARDERSFIELD_18347,24,115,0,2436.72,284,847.42,58,8.58,91
1_HARDERSFIELD_1835,9,11,0,1280.5,65,223.93,7,19.7,2
1_HARDERSFIELD_1836,4,16,0,782.28,36,64.98,2,21.73,12
1_HARDERSFIELD_18368,14,27,0,880.2,163,103.87,13,5.4,13
1_HARDERSFIELD_18381,7,17,0,599.24,71,87.94,6,8.44,10
1_HARDERSFIELD_18423,13,22,0,585.87,59,168.89,11,9.93,9
1_HARDERSFIELD_18427,0,1,1,282.24,24,0,0,11.76,1
1_HARDERSFIELD_18449,1,1,1,475.65,105,199.78,22,4.53,0
1_HARDERSFIELD_1845,7,0,1,270.48,24,215.88,12,11.27,-7
1_HARDERSFIELD_1848,3,2,1,1128.24,24,314.95,5,47.01,-1
1_HARDERSFIELD_18533,19,20,0,605.93,59,119.92,8,10.27,1
1_HARDERSFIELD_18551,16,34,0,1213.8,119,277.82,18,10.2,18
1_HARDERSFIELD_18562,11,0,1,479.4,60,285.77,23,7.99,-11
1_HARDERSFIELD_18568,15,16,0,833.69,121,107.91,9,6.89,1
1_HARDERSFIELD_18575,2,5,1,632.16,24,39.99,1,26.34,3
1_HARDERSFIELD_18592,11,16,0,324,60,205.77,23,5.4,5
1_HARDERSFIELD_18593,4,15,0,685.65,105,149.85,15,6.53,11
1_HARDERSFIELD_1860,7,6,1,46.15,1,0,0,46.15,-1
1_HARDERSFIELD_18600,1,1,1,218.16,3,0,0,72.72,0
1_HARDERSFIELD_1862,15,6,1,461.28,24,103.96,4,19.22,-9
1_HARDERSFIELD_18636,0,5,1,131.4,12,0,0,10.95,5
1_HARDERSFIELD_18641,66,25,0,1274.12,212,158.63,13,6.01,-41
1_HARDERSFIELD_18642,34,34,0,377.65,65,98.89,7,5.81,0
1_HARDERSFIELD_1867,36,34,0,774,360,128.57,43,2.15,-2
1_HARDERSFIELD_1868,6,22,0,5855.16,118,739.9,10,49.62,16
1_HARDERSFIELD_1869,6,34,0,4656.24,116,491.92,8,40.14,28
1_HARDERSFIELD_1870,3,8,1,1790.7,30,719.91,9,59.69,5
1_HARDERSFIELD_18733,5,8,1,758.09,41,59.98,2,18.49,3
1_HARDERSFIELD_18741,13,11,0,235.2,24,17.99,1,9.8,-2
1_HARDERSFIELD_18743,0,55,0,2563.6,377,619.38,62,6.8,55
1_HARDERSFIELD_1875,14,7,1,1449.7,70,332.88,12,20.71,-7
1_HARDERSFIELD_18758,25,25,0,714.96,108,199.84,16,6.62,0
1_HARDERSFIELD_1876,0,10,1,2238.81,21,0,0,106.61,10
1_HARDERSFIELD_18778,5,12,0,317.76,48,179.84,16,6.62,7
1_HARDERSFIELD_18787,11,17,0,737.23,107,203.81,19,6.89,6
1_HARDERSFIELD_1880,22,10,1,,,142.98,2,,-12
1_HARDERSFIELD_18812,0,14,0,620.5,73,174.86,14,8.5,14
1_HARDERSFIELD_18813,12,11,0,378.72,48,191.84,16,7.89,-1
1_HARDERSFIELD_1883,32,35,0,5728.59,433,1151.36,64,13.23,3
1_HARDERSFIELD_18835,16,13,0,465.12,57,179.85,15,8.16,-3
1_HARDERSFIELD_18837,10,18,0,207.84,24,12.99,1,8.66,8
1_HARDERSFIELD_18856,24,17,0,682.08,174,131.78,22,3.92,-7
1_HARDERSFIELD_18857,5,16,0,466.32,116,269.55,45,4.02,11
1_HARDERSFIELD_1886,0,15,0,1353.2,170,120.89,11,7.96,15
1_HARDERSFIELD_18860,14,12,0,231.6,60,41.93,7,3.86,-2
1_HARDERSFIELD_18865,15,16,0,859.14,37,157.96,4,23.22,1
1_HARDERSFIELD_18868,9,23,0,1921.98,206,429.73,27,9.33,14
1_HARDERSFIELD_18879,10,11,0,359.64,36,44.97,3,9.99,1
1_HARDERSFIELD_18893,12,57,0,2969.59,431,729.27,73,6.89,45
1_HARDERSFIELD_1892,92,496,0,3828.96,5318,674.19,681,0.72,404
1_HARDERSFIELD_1893,3,6,1,571.87,13,0,0,43.99,3
1_HARDERSFIELD_18951,0,4,1,856.97,71,131.94,6,12.07,4
1_HARDERSFIELD_1896,20,11,0,1651.92,24,99.99,1,68.83,-9
1_HARDERSFIELD_1897,0,33,0,656.64,36,0,0,18.24,33
1_HARDERSFIELD_18971,6,5,1,187.68,12,149.94,6,15.64,-1
1_HARDERSFIELD_18988,5,9,1,1699.9,191,426.69,31,8.9,4
1_HARDERSFIELD_19000,7,12,0,159.84,24,47.96,4,6.66,5
1_HARDERSFIELD_19035,29,25,0,1672.94,233,419.66,34,7.18,-4
1_HARDERSFIELD_19037,18,10,1,117.6,12,29.98,2,9.8,-8
1_HARDERSFIELD_19074,4,11,0,443.1,35,144.93,7,12.66,7
1_HARDERSFIELD_19122,40,18,0,87.6,12,167.88,12,7.3,-22
1_HARDERSFIELD_19126,12,9,1,286.96,34,67.95,5,8.44,-3
1_HARDERSFIELD_19164,13,15,0,143.64,36,77.87,13,3.99,2
1_HARDERSFIELD_19174,12,20,0,354.24,48,77.93,7,7.38,8
1_HARDERSFIELD_19175,9,19,0,346.86,47,144.89,11,7.38,10
1_HARDERSFIELD_19189,12,0,1,,,15.99,1,,-12
1_HARDERSFIELD_1919,0,8,1,287.88,12,0,0,23.99,8
1_HARDERSFIELD_19190,6,13,0,659.37,93,120.89,11,7.09,7
1_HARDERSFIELD_19192,0,9,1,116.04,12,0,0,9.67,9
1_HARDERSFIELD_19199,21,20,0,1098.2,95,281.84,16,11.56,-1
1_HARDERSFIELD_192,2,5,1,664.32,24,38.99,1,27.68,3
1_HARDERSFIELD_1920,0,2,1,676.5,30,59.98,2,22.55,2
1_HARDERSFIELD_1921,6,35,0,5323.71,101,573.92,8,52.71,29
1_HARDERSFIELD_19215,12,16,0,1352.88,72,115.96,4,18.79,4
1_HARDERSFIELD_19220,4,8,1,1062.96,24,129.98,2,44.29,4
1_HARDERSFIELD_19223,3,14,0,883.2,96,125.91,9,9.2,11
1_HARDERSFIELD_19224,3,20,0,2688.14,211,43.98,2,12.74,17
1_HARDERSFIELD_19249,6,12,0,264.72,24,16.99,1,11.03,6
1_HARDERSFIELD_19258,15,18,0,522.45,81,159.84,16,6.45,3
1_HARDERSFIELD_19260,12,17,0,541.8,84,109.89,11,6.45,5
1_HARDERSFIELD_19267,9,2,1,,,0,0,,-7
1_HARDERSFIELD_1927,0,7,1,1555.2,30,69.99,1,51.84,7
1_HARDERSFIELD_19270,12,34,0,1890.6,115,349.86,14,16.44,22
1_HARDERSFIELD_19282,10,4,1,324.24,24,43.98,2,13.51,-6
1_HARDERSFIELD_19283,8,6,1,323.83,47,70.93,7,6.89,-2
1_HARDERSFIELD_1929,0,2,1,133.2,24,0,0,5.55,2
1_HARDERSFIELD_19302,28,66,0,1136.79,153,275.77,23,7.43,38
1_HARDERSFIELD_19329,0,11,0,708.48,24,0,0,29.52,11
1_HARDERSFIELD_19340,16,14,0,301.68,36,43.97,3,8.38,-2
1_HARDERSFIELD_19381,7,19,0,919.8,140,286.72,28,6.57,12
1_HARDERSFIELD_19397,14,18,0,275.52,24,53.97,3,11.48,4
1_HARDERSFIELD_19451,12,12,0,547.2,80,38.97,3,6.84,0
1_HARDERSFIELD_19452,0,4,1,137.77,23,0,0,5.99,4
1_HARDERSFIELD_19453,17,25,0,781.65,81,69.95,5,9.65,8
1_HARDERSFIELD_19458,12,15,0,778.18,146,183.77,23,5.33,3
1_HARDERSFIELD_19485,0,1,1,117.23,1,0,0,117.23,1
1_HARDERSFIELD_19507,21,26,0,1586.82,318,253.74,26,4.99,5
1_HARDERSFIELD_19545,14,18,0,677.12,128,167.79,21,5.29,4
1_HARDERSFIELD_19549,4,8,1,372.38,43,89.94,6,8.66,4
1_HARDERSFIELD_1955,5,16,0,2828.28,294,441.66,34,9.62,11
1_HARDERSFIELD_19554,0,10,1,248.63,47,0,0,5.29,10
1_HARDERSFIELD_19556,16,22,0,441.33,47,55.96,4,9.39,6
1_HARDERSFIELD_19557,20,10,1,338.04,36,55.96,4,9.39,-10
1_HARDERSFIELD_1956,1,17,0,5118.72,128,554.91,9,39.99,16
1_HARDERSFIELD_19577,10,13,0,340.2,36,48.97,3,9.45,3
1_HARDERSFIELD_19581,4,4,1,189.36,12,24.99,1,15.78,0
1_HARDERSFIELD_19583,0,1,1,221.08,1,0,0,221.08,1
1_HARDERSFIELD_1961,3,7,1,1673.7,70,104.97,3,23.91,4
1_HARDERSFIELD_1962,0,53,0,3030.5,275,579.6,40,11.02,53
1_HARDERSFIELD_19635,3,1,1,130.7,10,23.99,1,13.07,-2
1_HARDERSFIELD_19636,0,26,0,1494.13,187,23.98,2,7.99,26
1_HARDERSFIELD_1964,8,7,1,553.68,24,94.97,3,23.07,-1
1_HARDERSFIELD_19645,12,31,0,689.06,131,100.9,10,5.26,19
1_HARDERSFIELD_19646,6,7,1,347.42,58,97.91,9,5.99,1
1_HARDERSFIELD_19662,17,20,0,1306.47,321,371.38,62,4.07,3
1_HARDERSFIELD_19671,13,16,0,424.08,72,111.84,12,5.89,3
1_HARDERSFIELD_19740,0,0,1,131.4,12,0,0,10.95,0
1_HARDERSFIELD_19748,30,106,0,9476,1030,1762.9,110,9.2,76
1_HARDERSFIELD_19755,4,1,1,473.04,72,337.68,32,6.57,-3
1_HARDERSFIELD_19782,9,9,1,378.12,23,29.99,1,16.44,0
1_HARDERSFIELD_1982,0,4,1,949.2,60,0,0,15.82,4
1_HARDERSFIELD_19821,23,16,0,371.52,36,186.89,11,10.32,-7
1_HARDERSFIELD_19847,0,6,1,133.2,12,0,0,11.1,6
1_HARDERSFIELD_19848,72,96,0,3395.21,637,630.36,60,5.33,24
1_HARDERSFIELD_19850,5,12,0,549.69,73,115.9,10,7.53,7
1_HARDERSFIELD_19870,29,33,0,612.56,104,68.91,5,5.89,4
1_HARDERSFIELD_1988,0,6,1,139.5,6,0,0,23.25,6
1_HARDERSFIELD_1989,0,7,1,887.6,35,0,0,25.36,7
1_HARDERSFIELD_19895,5,28,0,516,80,43.96,4,6.45,23
1_HARDERSFIELD_1992,0,12,0,196.8,12,0,0,16.4,12
1_HARDERSFIELD_1993,0,0,1,1201.2,70,0,0,17.16,0
1_HARDERSFIELD_19934,9,17,0,1072,160,175.84,16,6.7,8
1_HARDERSFIELD_19940,11,31,0,1471.68,224,135.89,11,6.57,20
1_HARDERSFIELD_19947,12,19,0,1630.64,187,349.74,26,8.72,7
1_HARDERSFIELD_19948,19,119,0,3088.42,307,773.52,48,10.06,100
1_HARDERSFIELD_19962,0,5,1,49.3,5,0,0,9.86,5
1_HARDERSFIELD_19963,0,4,1,110.4,12,0,0,9.2,4
1_HARDERSFIELD_1997,10,4,1,,,85.98,2,,-6
1_HARDERSFIELD_19989,0,0,1,646.98,123,0,0,5.26,0
1_HARDERSFIELD_200,0,3,1,609.18,26,59.98,2,23.43,3
1_HARDERSFIELD_20030,9,14,0,186.84,36,31.97,3,5.19,5
1_HARDERSFIELD_20098,6,1,1,70.56,12,21.98,2,5.88,-5
1_HARDERSFIELD_20108,0,2,1,232.86,2,0,0,116.43,2
1_HARDERSFIELD_2013,0,5,1,333.3,6,0,0,55.55,5
1_HARDERSFIELD_2015,66,43,0,6244.5,345,1340.43,57,18.1,-23
1_HARDERSFIELD_20152,3,7,1,1032.4,116,85.94,6,8.9,4
1_HARDERSFIELD_20160,1,12,0,369.72,36,46.97,3,10.27,11
1_HARDERSFIELD_20162,9,14,0,89.16,12,0,0,7.43,5
1_HARDERSFIELD_2017,0,4,1,6446.88,144,1494.77,23,44.77,4
1_HARDERSFIELD_20180,5,5,1,463.2,48,155.89,11,9.65,0
1_HARDERSFIELD_20182,0,2,1,78.84,12,0,0,6.57,2
1_HARDERSFIELD_20204,0,12,0,667.04,88,170.85,15,7.58,12
1_HARDERSFIELD_2025,0,0,1,162.72,12,0,0,13.56,0
1_HARDERSFIELD_20251,0,12,0,186.36,12,0,0,15.53,12
1_HARDERSFIELD_20255,9,23,0,810.6,84,246.82,18,9.65,14
1_HARDERSFIELD_2026,39,15,0,175.32,12,170.91,9,14.61,-24
1_HARDERSFIELD_2029,8,11,0,306.6,6,221.97,3,51.1,3
1_HARDERSFIELD_2030,16,8,1,140.88,6,61.98,2,23.48,-8
1_HARDERSFIELD_2033,0,9,1,71.52,12,0,0,5.96,9
1_HARDERSFIELD_2034,4,10,1,1129.96,53,347.88,12,21.32,6
1_HARDERSFIELD_20343,5,9,1,229.92,24,43.97,3,9.58,4
1_HARDERSFIELD_2035,6,9,1,414.12,29,61.97,3,14.28,3
1_HARDERSFIELD_20357,0,169,0,2055.24,396,49.95,5,5.19,169
1_HARDERSFIELD_20398,0,0,1,138.69,23,0,0,6.03,0
1_HARDERSFIELD_2040,0,6,1,511.5,22,0,0,23.25,6
1_HARDERSFIELD_20407,5,0,1,,,73.95,5,,-5
1_HARDERSFIELD_20409,20,17,0,118.32,12,44.97,3,9.86,-3
1_HARDERSFIELD_2041,2,9,1,1834.2,30,719.92,8,61.14,7
1_HARDERSFIELD_2042,0,0,1,514.08,18,0,0,28.56,0
1_HARDERSFIELD_2043,1,8,1,276.84,12,89.97,3,23.07,7
1_HARDERSFIELD_20431,0,18,0,255.84,48,0,0,5.33,18
1_HARDERSFIELD_2044,0,12,0,325.44,12,0,0,27.12,12
1_HARDERSFIELD_20441,0,0,1,,,0,0,,0
1_HARDERSFIELD_20446,5,17,0,1266.3,189,269.73,27,6.7,12
1_HARDERSFIELD_20447,0,6,1,39.18,6,0,0,6.53,6
1_HARDERSFIELD_2045,6,10,1,911.7,30,227.94,6,30.39,4
1_HARDERSFIELD_2047,3,7,1,456.48,18,69.98,2,25.36,4
1_HARDERSFIELD_20475,14,14,0,243,36,99.9,10,6.75,0
1_HARDERSFIELD_2048,0,10,1,399.78,18,0,0,22.21,10
1_HARDERSFIELD_20483,12,18,0,571.68,48,107.94,6,11.91,6
1_HARDERSFIELD_2049,0,6,1,121.68,6,0,0,20.28,6
1_HARDERSFIELD_2050,6,2,1,,,0,0,,-4
1_HARDERSFIELD_2051,0,4,1,255.78,6,0,0,42.63,4
1_HARDERSFIELD_20523,0,11,0,80.4,12,0,0,6.7,11
1_HARDERSFIELD_20532,0,10,1,636.56,73,11.99,1,8.72,10
1_HARDERSFIELD_20533,20,19,0,1975.05,231,690.47,53,8.55,-1
1_HARDERSFIELD_2054,2,0,1,415.68,12,131.97,3,34.64,-2
1_HARDERSFIELD_20552,12,6,1,335.3,35,30.98,2,9.58,-6
1_HARDERSFIELD_20557,0,14,0,736.96,94,215.82,18,7.84,14
1_HARDERSFIELD_2056,0,5,1,141.12,6,0,0,23.52,5
1_HARDERSFIELD_2057,0,67,0,284.9,370,0,0,0.77,67
1_HARDERSFIELD_20598,9,12,0,272,25,127.92,8,10.88,3
1_HARDERSFIELD_2062,2,0,1,3925.79,89,939.85,15,44.11,-2
1_HARDERSFIELD_20674,9,3,1,206.76,12,49.98,2,17.23,-6
1_HARDERSFIELD_20699,0,13,0,659.02,83,191.84,16,7.94,13
1_HARDERSFIELD_20700,0,12,0,108.36,12,0,0,9.03,12
1_HARDERSFIELD_20723,0,12,0,127.92,12,0,0,10.66,12
1_HARDERSFIELD_20725,3,9,1,700.06,71,164.89,11,9.86,6
1_HARDERSFIELD_20729,0,15,0,143.76,24,0,0,5.99,15
1_HARDERSFIELD_20731,0,5,1,142.8,24,10.99,1,5.95,5
1_HARDERSFIELD_20762,14,9,1,131.4,12,15.99,1,10.95,-5
1_HARDERSFIELD_20763,0,0,1,,,0,0,,0
1_HARDERSFIELD_2077,0,11,0,211.08,12,0,0,17.59,11
1_HARDERSFIELD_20781,17,9,1,233.52,24,224.85,15,9.73,-8
1_HARDERSFIELD_2079,0,7,1,719.82,18,0,0,39.99,7
1_HARDERSFIELD_20791,4,7,1,572.4,106,127.84,16,5.4,3
1_HARDERSFIELD_20800,9,13,0,338.72,58,89.9,10,5.84,4
1_HARDERSFIELD_2082,8,13,0,1333.26,18,0,0,74.07,5
1_HARDERSFIELD_2083,11,4,1,913.21,29,159.96,4,31.49,-7
1_HARDERSFIELD_2085,11,21,0,614.8,58,83.94,6,10.6,10
1_HARDERSFIELD_20855,10,8,1,404.2,47,103.92,8,8.6,-2
1_HARDERSFIELD_20862,17,24,0,1881,220,494.63,37,8.55,7
1_HARDERSFIELD_20863,12,62,0,2811.12,318,389.7,30,8.84,50
1_HARDERSFIELD_20864,2,22,0,803.7,94,116.91,9,8.55,20
1_HARDERSFIELD_20912,8,11,0,189,12,49.98,2,15.75,3
1_HARDERSFIELD_2092,0,6,1,171.36,6,0,0,28.56,6
1_HARDERSFIELD_20921,6,6,1,210.24,18,39.98,2,11.68,0
1_HARDERSFIELD_20968,12,8,1,272.6,47,118.89,11,5.8,-4
1_HARDERSFIELD_2097,0,8,1,217.98,18,0,0,12.11,8
1_HARDERSFIELD_20990,0,4,1,114.24,12,0,0,9.52,4
1_HARDERSFIELD_20992,0,15,0,643.2,96,0,0,6.7,15
